date,transaction_date,cardholder_id,card_id,card_segment,offer_segment,transaction_id,transaction_currency,transaction_currency_code,transaction_amount,transaction_sales_channel,merchant_id,merchant_name,merchant_city,merchant_country,category_key,offer_id,offer_title,ruleset_id,redemption_limit,discount_type,fixed_value,minimum_spend,reward_every_transaction,reward_frequency,minimum_transactions,seg_total_transaction_count,seg_unique_user_count,casback_amount
"2024-05-15 22:45:00",2024-05-12T02:49:48,f1561086-be8e-4bb6-b815-fad321118811,27348eaa-1902-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",304133101886996,AUD,36,55.15,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,"New to Menulog? $15 cashback on $30.",296,NULL,FIXED,15.00,30.00,NO,ONLY,1,300,300,15.00
"2024-05-15 22:45:00",2024-05-13T09:36:48,a735ce56-569d-43ce-9d8c-efc08475af57,1431d2e3-0c02-ef11-a574-b8cef6052491,LAPSED,,304134346085053,AUD,36,122.95,E-COMMERCE,249,LVLY,MOORABBIN,Australia,Retailers,301,"Spend $100 get $15 Cashback",247,NULL,FIXED,15.00,100.00,YES,NULL,NULL,75,74,15.00
"2024-05-15 22:45:00",2024-05-12T06:18:26,973c10ae-8d46-488f-a346-50489ca3e7f7,709b010b-1b02-ef11-a574-b8cef6052491,LOYAL,,584133227066904,AUD,36,44.74,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 22:45:00",2024-05-12T04:08:07,60b6d6c7-3de0-4f1a-9b69-cef17bca84f6,13079fad-3bf3-ee11-a574-b8cef6052491,LOYAL,,464133148879517,AUD,36,83.44,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 22:45:00",2024-05-12T02:51:45,0c3b0765-01bb-4359-8e4b-dec8cf8ad30c,e077c288-2902-ef11-a574-b8cef6052491,NEW,,464133103053285,AUD,36,143.43,IN-STORE,262,"General Pants Co. Instore",CHATSWOOD,Australia,"Fashion & Retail",329,"Spend $100 get $5 Cashback",273,NULL,FIXED,5.00,100.00,YES,NULL,NULL,80,80,5.00
"2024-05-15 22:45:00",2024-05-12T08:58:44,0559560d-d841-4de6-b2ad-361b1813c648,6384f535-2a02-ef11-a574-b8cef6052491,LOYAL,"LOYAL, LAPSED",384133323244578,AUD,36,116.69,E-COMMERCE,235,"Pet Circle",Sydney,Australia,Retailers,304,"Spend $100 get $10 Cashback",249,NULL,FIXED,10.00,100.00,YES,NULL,NULL,185,180,10.00
"2024-05-15 22:30:00",2024-05-12T08:03:46,e923b07c-ef7e-4f0c-ab53-99510fb91f96,b78e8920-2d02-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",584133290266851,AUD,36,59.62,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,"New to Menulog? $15 cashback on $30.",296,NULL,FIXED,15.00,30.00,NO,ONLY,1,300,300,15.00
"2024-05-15 22:15:00",2024-05-12T12:32:00,f1cca9fb-615a-4350-a26d-209b835b909b,e4ee305e-2102-ef11-a574-b8cef6052491,LOYAL,,384133451209557,AUD,36,34.83,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 22:15:00",2024-05-11T10:23:42,e7a234a8-6c4e-4396-bb9c-4942604c42b1,000dbf65-2a02-ef11-a574-b8cef6052491,LOYAL,,304132374221892,AUD,36,50.40,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 22:15:00",2024-05-12T00:14:07,caece12a-732c-4358-a90c-07395abb7337,ee3e8236-3202-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",464133008473457,AUD,36,60.10,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,"New to Menulog? $15 cashback on $30.",296,NULL,FIXED,15.00,30.00,NO,ONLY,1,300,300,15.00
"2024-05-15 22:15:00",2024-05-12T08:44:27,64c7785c-d72a-48b9-aef5-abd4d4abe37b,d33908a1-0402-ef11-a574-b8cef6052491,LAPSED,"NEW, LAPSED",584133314677636,AUD,36,76.00,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,"New to Menulog? $15 cashback on $30.",296,NULL,FIXED,15.00,30.00,NO,ONLY,1,300,300,15.00
"2024-05-15 22:15:00",2024-05-12T01:20:50,3e16ac23-2ba1-4c30-9105-eb5764e87924,71a632db-6d7c-ed11-816a-30e17161bfc9,LOYAL,,584133048508704,AUD,36,29.68,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 22:15:00",2024-05-12T12:35:32,3732464a-70bc-4d56-a06b-1eb1b6859ff6,a15da99b-ff01-ef11-a574-b8cef6052491,LOYAL,,384133453326058,AUD,36,38.98,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 22:15:00",2024-05-11T07:51:13,3338f129-1216-4354-b4bb-2ecbd41d3db4,7576ec71-d101-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",584132282737812,AUD,36,56.80,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,"New to Menulog? $15 cashback on $30.",296,NULL,FIXED,15.00,30.00,NO,ONLY,1,300,300,15.00
"2024-05-15 22:15:00",2024-05-12T05:57:42,2f0d0efe-b51d-469a-8b58-728e9ec5c440,f48e643e-2d02-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",584133214624315,AUD,36,69.85,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,"New to Menulog? $15 cashback on $30.",296,NULL,FIXED,15.00,30.00,NO,ONLY,1,300,300,15.00
"2024-05-15 22:15:00",2024-05-11T03:16:48,21031eec-7e5a-4afa-bfa0-35a65ae28660,e849677d-1c02-ef11-a574-b8cef6052491,LOYAL,,384132118080597,AUD,36,26.89,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 22:15:00",2024-05-12T00:22:02,20e80fb9-b4e5-41e6-a565-38d371d2f83a,3dcd6ca5-fc01-ef11-a574-b8cef6052491,LOYAL,,584133013229700,AUD,36,51.23,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 22:15:00",2024-05-12T00:38:02,089f6b08-d046-4fd6-ab8b-b5d6a5f09557,95d801d8-2b02-ef11-a574-b8cef6052491,NEW,,304133022824563,AUD,36,87.39,E-COMMERCE,235,"Pet Circle",Sydney,Australia,Retailers,302,"Get $10 back on 1st Purchase of $50+",248,NULL,FIXED,10.00,50.00,NO,ONLY,1,127,127,10.00
"2024-05-15 22:00:00",2024-05-11T02:00:41,ebea59c2-258e-4a40-bde6-8697ce90652e,7f96b162-eb01-ef11-a574-b8cef6052491,LOYAL,,584132072411985,AUD,36,47.89,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 22:00:00",2024-05-12T07:23:26,cbf6b8c8-d938-44a2-b760-8aa38405517b,7cef0c1b-eb01-ef11-a574-b8cef6052491,LOYAL,,464133266065603,AUD,36,68.90,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 22:00:00",2024-05-12T07:54:18,3bb68544-61bb-462a-bc08-4c1fe2a654e3,135899da-3e02-ef11-a574-b8cef6052491,NEW,,384133284581529,AUD,36,72.99,E-COMMERCE,235,"Pet Circle",Sydney,Australia,Retailers,302,"Get $10 back on 1st Purchase of $50+",248,NULL,FIXED,10.00,50.00,NO,ONLY,1,127,127,10.00
"2024-05-15 22:00:00",2024-05-11T07:51:57,1695b618-45ec-4e32-889b-d73e1f137f92,db8c0f98-0202-ef11-a574-b8cef6052491,LOYAL,,384132283179196,AUD,36,26.00,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 22:00:00",2024-05-12T07:32:10,0fb07d92-ae6b-44e0-a5aa-f6975d798531,2161d19e-0f02-ef11-a574-b8cef6052491,LOYAL,,584133271300996,AUD,36,107.09,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:45:00",2024-05-12T04:51:23,cca9c910-8c5e-4ce6-82c9-88341622dfe0,247ad5bc-2002-ef11-a574-b8cef6052491,LOYAL,,304133174835205,AUD,36,42.53,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:45:00",2024-05-12T00:45:32,a50240a4-89a4-40cd-b805-08e0eaf83599,f3cf2214-4402-ef11-a574-b8cef6052491,NEW,,384133027321417,AUD,36,175.58,E-COMMERCE,235,"Pet Circle",Sydney,Australia,Retailers,302,"Get $10 back on 1st Purchase of $50+",248,NULL,FIXED,10.00,50.00,NO,ONLY,1,127,127,10.00
"2024-05-15 21:45:00",2024-05-12T06:52:28,990b3e1d-692a-4574-a359-e6509d1f807d,eeab093a-0902-ef11-a574-b8cef6052491,LAPSED,"LOYAL, LAPSED",584133247481256,AUD,36,242.48,E-COMMERCE,235,"Pet Circle",Sydney,Australia,Retailers,304,"Spend $100 get $10 Cashback",249,NULL,FIXED,10.00,100.00,YES,NULL,NULL,185,180,10.00
"2024-05-15 21:45:00",2024-05-12T07:55:44,7f89d21f-2693-4ed5-ad32-38f151907229,be306157-445a-ec11-814b-30e17161bfca,LOYAL,,464133285444035,AUD,36,55.16,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:45:00",2024-05-12T06:59:50,633f0a79-f04b-4091-b724-75c63b32ab7f,468dcc54-f001-ef11-a574-b8cef6052491,LOYAL,,584133251909430,AUD,36,111.24,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:45:00",2024-05-12T07:09:11,166c43df-ed2e-4f16-a4cc-b831c41e6ea1,84bb1e8c-2602-ef11-a574-b8cef6052491,LOYAL,,584133257514621,AUD,36,29.87,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:45:00",2024-05-12T09:11:51,1139ecd5-58f6-4cd2-83e1-3c7e107aa481,8f674953-fe01-ef11-a574-b8cef6052491,LAPSED,"NEW, LAPSED",584133331116267,AUD,36,85.94,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,"New to Menulog? $15 cashback on $30.",296,NULL,FIXED,15.00,30.00,NO,ONLY,1,300,300,15.00
"2024-05-15 21:30:00",2024-05-12T07:27:46,faa88457-e956-4231-8aa1-7ab36967b6b7,168b9726-2602-ef11-a574-b8cef6052491,LAPSED,"NEW, LAPSED",464133268662252,AUD,36,114.90,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,"New to Menulog? $15 cashback on $30.",296,NULL,FIXED,15.00,30.00,NO,ONLY,1,300,300,15.00
"2024-05-15 21:30:00",2024-05-12T02:44:37,f4c15287-6df4-456a-a046-66d89280d9de,9d69f1a4-2002-ef11-a574-b8cef6052491,LOYAL,,304133098775439,AUD,36,66.29,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:30:00",2024-05-12T02:27:37,ea2bc80e-e801-4c40-89b0-3b678db555b5,21614918-d901-ef11-a574-b8cef6052491,LOYAL,,304133088578221,AUD,36,36.38,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
